u_mag,g_mag,r_mag,i_mag,z_mag,redshift,petroR50_u,petroR50_r,class
17.118,17.637,18.303,18.432,18.593,0.235479,2.329,3.411,GALAXY
17.272,17.323,17.482,17.451,17.492,0.001712,0.409,0.309,STAR
18.007,18.583,19.146,19.681,19.862,0.282422,1.894,1.973,GALAXY
22.073,22.28,22.912,23.072,23.193,0.165632,2.055,3.711,GALAXY
17.229,17.562,17.851,18.105,18.29,0.000945,0.633,0.444,STAR
17.701,17.794,18.181,18.555,18.738,0.0014,0.338,0.432,STAR
14.932,15.444,15.626,15.704,15.952,0.001725,0.607,0.577,STAR
19.328,19.844,19.534,19.951,20.164,0.231489,1.622,3.507,GALAXY
19.191,19.304,19.456,19.459,19.557,1.20593,1.076,0.549,QSO
19.724,19.698,20.212,20.683,20.839,0.365538,1.84,2.552,GALAXY
21.657,21.477,21.947,22.224,22.459,0.287413,1.215,3.6,GALAXY
17.977,18.203,18.175,18.214,18.483,0.001037,0.584,0.369,STAR
19.582,19.872,20.029,20.041,20.154,1.125501,0.569,0.655,QSO
17.227,17.598,18.253,18.68,18.95,0.623747,2.965,0.727,GALAXY
17.13,17.465,17.656,17.864,17.992,0.001114,0.662,0.623,STAR
19.87,20.513,20.789,21.263,21.287,0.405343,2.411,3.143,GALAXY
15.96,16.104,16.196,16.418,16.571,0.001305,0.437,0.479,STAR
18.518,18.602,18.869,18.865,18.761,0.000943,0.332,0.525,STAR
17.565,18.15,18.491,18.762,19.003,0.607403,1.267,3.653,GALAXY
19.827,20.725,20.846,21.162,21.417,0.2169,3.116,3.549,GALAXY
19.613,20.593,21.301,21.589,21.585,0.216924,1.418,2.955,GALAXY
17.261,17.6,17.695,17.819,18.033,1.122751,1.322,0.866,QSO
20.653,21.238,21.382,21.976,22.166,0.272594,3.438,3.147,GALAXY
17.873,18.161,18.628,18.717,18.822,0.000287,0.592,0.334,STAR
17.981,18.463,18.767,18.964,19.178,0.241957,2.882,0.721,GALAXY
20.221,20.352,20.424,20.483,20.631,1.294978,1.216,1.154,QSO
20.07,20.431,20.484,20.531,20.624,2.032499,1.243,1.146,QSO
20.373,20.792,21.255,21.217,21.271,0.474418,2.286,1.773,GALAXY
19.786,20.027,20.349,21.005,21.332,0.505223,3.03,0.757,GALAXY
20.758,21.569,22.212,22.684,22.86,0.226025,2.7,3.372,GALAXY
18.349,19.076,20.205,20.75,20.869,0.275575,2.118,2.096,GALAXY
15.675,16.059,16.234,16.373,16.498,0.000961,0.526,0.456,STAR
18.057,18.382,18.262,18.474,18.677,0.001556,0.482,0.393,STAR
18.666,19.184,19.581,20.105,20.396,0.48806,1.711,3.748,GALAXY
14.722,15.084,15.199,15.3,15.355,0.000705,0.402,0.458,STAR
19.547,19.755,19.953,20.13,20.196,1.54872,0.848,1.034,QSO
19.619,19.912,19.969,20.211,20.495,0.312345,3.545,2.508,GALAXY
20.809,21.737,22.011,22.195,22.774,0.458424,3.509,1.337,GALAXY
18.283,18.647,18.758,18.806,18.931,0.0015,0.434,0.671,STAR
19.019,19.445,19.846,20.266,20.439,0.246646,2.423,2.919,GALAXY
18.347,18.709,18.597,19.03,19.21,-0.04628,3.47,3.201,GALAXY
16.849,16.857,17.082,17.309,17.456,0.577244,2.801,1.054,GALAXY
16.132,16.132,16.467,16.641,16.806,0.000248,0.408,0.507,STAR
18.584,19.045,19.112,19.54,19.893,-0.094174,2.304,2.684,GALAXY
19.35,19.796,20.046,20.145,20.239,2.463559,1.456,0.709,QSO
15.429,15.738,16.051,16.373,16.552,0.444591,1.194,1.947,GALAXY
18.767,19.456,19.329,19.816,20.276,0.326971,1.907,1.962,GALAXY
18.58,19.016,19.041,19.317,19.335,0.001109,0.677,0.518,STAR
20.159,20.206,20.492,20.602,20.754,-1.005094,1.202,0.719,QSO
17.953,18.005,18.712,19.181,19.112,0.319863,2.005,1.97,GALAXY
18.839,19.506,19.839,19.924,19.842,0.341703,0.808,1.484,GALAXY
15.758,15.998,15.769,15.98,16.157,0.001145,0.428,0.518,STAR
15.387,15.835,15.881,16.124,16.239,0.001124,0.493,0.439,STAR
15.127,15.779,16.046,16.241,16.796,0.521006,2.84,3.807,GALAXY
17.85,18.255,18.409,18.563,18.732,0.000541,0.476,0.443,STAR
18.473,18.624,18.687,18.871,19.021,0.001679,0.492,0.369,STAR
19.979,20.277,20.381,20.557,20.719,2.587716,0.414,0.917,QSO
21.662,21.977,22.115,22.338,22.746,0.204161,3.243,3.58,GALAXY
17.092,17.537,17.858,17.952,17.98,0.000918,0.401,0.531,STAR
18.966,20.05,20.47,21.145,21.128,0.476293,2.877,3.509,GALAXY
17.837,18.095,18.364,18.883,19.099,0.525141,2.158,3.099,GALAXY
17.645,18.333,18.665,18.972,19.006,0.12867,3.429,2.792,GALAXY
19.221,19.259,19.487,19.437,19.474,0.663684,1.489,1.241,QSO
19.381,19.611,19.91,20.044,20.279,0.44063,3.93,2.223,GALAXY
17.33,18.153,18.316,18.476,18.588,0.00104,0.581,0.606,STAR
18.513,19.062,19.25,19.704,19.894,0.000935,0.493,0.354,STAR
18.678,18.825,18.829,18.83,19.06,0.000336,0.349,0.617,STAR
21.052,21.344,22.035,22.322,22.436,0.310963,2.955,3.682,GALAXY
15.626,15.882,16.222,16.325,16.423,0.001481,0.535,0.567,STAR
17.412,17.48,17.454,17.561,17.809,0.000753,0.567,0.531,STAR
18.196,18.361,18.568,18.681,18.806,0.395245,1.314,1.021,QSO
15.967,16.708,17.375,17.302,17.539,0.092898,1.148,2.76,GALAXY
17.438,17.706,18.177,18.55,18.778,0.000874,0.574,0.558,STAR
19.113,19.598,20.054,20.746,20.788,0.365045,0.908,2.251,GALAXY
18.294,18.667,19.029,19.324,19.431,0.001593,0.515,0.588,STAR
17.409,17.739,17.79,17.951,17.981,0.000944,0.568,0.623,STAR
18.863,18.805,18.859,19.118,19.301,0.001826,0.625,0.399,STAR
19.894,19.935,20.147,20.348,20.341,0.000188,0.475,0.452,STAR
19.663,19.603,19.439,19.823,19.947,0.345737,2.616,2.161,GALAXY
16.047,16.262,16.436,16.751,16.752,0.001355,0.351,0.474,STAR
17.442,18.077,18.567,19.308,19.376,0.290456,3.441,2.492,GALAXY
18.961,19.682,19.794,19.999,20.157,0.315087,3.669,1.718,GALAXY
20.08,21.246,21.827,21.902,22.102,0.437193,2.851,2.341,GALAXY
18.788,19.052,19.351,19.694,19.822,0.001823,0.502,0.418,STAR
21.759,21.486,22.086,21.936,21.877,0.310257,3.332,1.434,GALAXY
17.525,17.873,17.971,18.053,18.163,0.972679,1.326,0.62,QSO
19.191,19.83,20.455,20.616,20.738,0.867742,2.093,2.892,GALAXY
18.314,18.632,18.789,18.884,19.014,-0.172748,0.641,1.281,QSO
19.887,20.013,20.11,20.282,20.366,1.014423,0.688,0.631,QSO
13.381,13.522,13.695,13.954,13.965,0.001292,0.513,0.522,STAR
15.941,15.937,16.046,16.193,16.332,1.029638,1.204,1.263,QSO
18.502,19.252,19.412,19.474,19.594,0.47344,2.352,1.759,GALAXY
18.588,19.479,20.172,20.382,20.685,0.163324,2.408,1.544,GALAXY
19.594,19.867,20.393,20.471,20.591,0.254595,0.774,4.107,GALAXY
18.752,18.842,19.024,19.138,19.244,0.297259,1.257,0.88,QSO
16.004,16.311,16.349,16.456,16.616,0.000759,0.412,0.389,STAR
17.789,18.228,18.559,18.775,19.081,0.001436,0.632,0.546,STAR
23.141,24.415,24.652,24.911,25.213,0.184904,2.592,2.538,GALAXY
19.514,20.054,20.366,20.422,20.59,0.822656,0.633,1.446,QSO
23.168,23.698,24.328,24.466,24.844,0.292559,1.815,3.081,GALAXY
16.96,17.366,17.81,17.969,18.017,0.00044,0.579,0.417,STAR
17.98,18.214,18.504,18.75,18.765,0.001151,0.449,0.574,STAR
16.773,17.097,17.464,17.636,17.757,0.000241,0.554,0.348,STAR
18.724,18.947,19.272,19.357,19.411,0.000259,0.434,0.544,STAR
19.427,20.024,20.333,20.634,21.125,0.451989,2.657,2.161,GALAXY
16.476,16.211,16.353,16.542,16.643,0.001152,0.331,0.557,STAR
18.39,18.858,19.073,19.309,19.307,0.000378,0.377,0.332,STAR
17.52,18.009,18.263,18.356,18.563,0.001427,0.245,0.612,STAR
18.641,18.878,18.898,19.101,19.247,0.001766,0.47,0.514,STAR
17.02,17.564,18.219,18.622,18.675,0.454752,1.954,2.851,GALAXY
14.457,14.802,14.782,14.831,14.8,0.000723,0.457,0.524,STAR
20.243,20.389,20.505,20.547,20.648,1.718092,0.736,0.951,QSO
18.464,18.998,19.289,19.544,19.682,0.001425,0.54,0.589,STAR
19.127,19.711,19.708,19.85,20.026,0.186855,2.928,2.123,GALAXY
18.723,19.021,19.106,19.204,19.271,0.001162,0.492,0.432,STAR
20.326,20.48,20.743,20.847,20.969,2.073415,0.881,0.703,QSO
17.155,17.271,17.661,17.984,18.192,0.273436,1.988,2.543,GALAXY
17.714,18.1,18.253,18.608,18.834,0.000245,0.45,0.418,STAR
20.669,20.96,21.179,21.576,21.82,-0.183013,3.745,1.882,GALAXY
17.282,18.273,18.352,18.471,18.444,0.275834,1.973,2.552,GALAXY
17.724,17.823,17.791,17.882,18.032,0.001227,0.657,0.489,STAR
19.179,19.51,19.98,20.398,20.888,0.305185,2.363,2.586,GALAXY
18.183,18.916,19.502,19.89,19.957,0.202156,1.887,2.569,GALAXY
21.273,21.473,21.919,22.298,22.564,0.182331,2.342,3.816,GALAXY
16.322,16.83,17.296,17.473,17.504,0.302697,2.482,2.509,GALAXY
16.311,16.436,16.617,16.768,16.895,1.183173,1.703,1.15,QSO
20.671,20.877,21.069,21.221,21.292,0.001179,0.613,0.497,STAR
20.5,21.004,21.305,21.68,21.53,0.638302,2.192,2.398,GALAXY
19.614,20.235,20.503,20.66,20.863,0.001165,0.308,0.483,STAR
19.97,20.42,20.518,20.668,20.775,2.587118,1.085,0.789,QSO
18.852,18.974,19.2,19.547,19.717,0.001905,0.6,0.437,STAR
20.169,20.294,20.798,21.464,21.897,0.357703,2.973,2.223,GALAXY
17.921,18.259,18.232,18.427,18.601,0.000359,0.533,0.606,STAR
16.895,17.18,17.155,17.326,17.396,0.0015,0.537,0.338,STAR
19.512,20.12,20.621,20.628,20.795,0.299029,2.629,3.393,GALAXY
17.283,17.449,17.378,17.572,17.691,0.001625,0.509,0.392,STAR
16.584,16.721,16.808,16.98,17.128,0.000107,0.682,0.595,STAR
17.697,18.257,18.368,18.588,18.665,0.001726,0.413,0.345,STAR
18.701,18.991,19.086,19.212,19.276,0.677642,0.946,1.3,QSO
16.302,16.871,16.761,16.869,16.869,0.000357,0.342,0.379,STAR
15.87,16.174,16.306,16.557,16.531,0.000759,0.668,0.502,STAR
19.315,19.675,19.856,20.066,20.418,0.316327,2.655,3.438,GALAXY
16.993,17.46,17.471,17.686,17.761,0.000833,0.481,0.378,STAR
21.318,22.139,22.748,22.954,23.147,0.261897,2.63,2.651,GALAXY
19.877,20.798,21.249,21.563,21.687,0.090789,3.311,4.101,GALAXY
17.365,17.656,18.093,18.179,18.426,0.000973,0.473,0.552,STAR
12.608,12.992,12.943,13.097,13.045,1.47562,1.304,0.916,QSO
19.227,19.742,20.254,20.749,21.012,0.123287,3.533,2.336,GALAXY
16.198,16.229,16.11,16.374,16.466,0.000867,0.569,0.351,STAR
17.972,18.462,18.65,18.716,18.732,0.576062,1.245,0.756,QSO
17.126,17.496,17.839,18.022,18.076,0.000944,0.39,0.615,STAR
21.277,21.778,21.933,22.005,22.2,2.634275,1.01,1.293,QSO
17.465,17.533,17.958,18.075,18.333,0.217725,2.751,2.845,GALAXY
18.773,19.067,19.258,19.44,19.537,2.55356,1.345,0.692,QSO
15.717,16.104,16.206,16.336,16.347,0.001585,0.588,0.426,STAR
18.545,18.545,18.909,19.265,19.357,0.000565,0.538,0.378,STAR
20.291,20.707,20.962,21.318,21.463,0.295246,2.548,2.931,GALAXY
20.374,21.228,21.556,21.713,21.79,0.286754,2.234,2.671,GALAXY
21.594,22.322,22.744,22.983,23.084,0.558576,3.304,2.255,GALAXY
19.471,19.648,19.774,19.975,20.122,0.000384,0.611,0.486,STAR
17.333,17.126,17.598,17.529,17.519,0.001629,0.54,0.413,STAR
18.025,18.867,19.09,19.32,19.644,0.14571,2.831,1.085,GALAXY
19.984,20.845,20.819,21.576,21.922,0.209203,2.275,1.712,GALAXY
17.175,17.344,17.425,17.492,17.496,0.000932,0.389,0.596,STAR
19.591,19.82,20.023,20.469,20.811,0.289958,4.127,3.2,GALAXY
17.698,18.506,19.271,19.724,19.975,0.349006,2.991,1.792,GALAXY
20.313,20.449,20.574,20.706,20.786,0.001009,0.683,0.56,STAR
17.424,17.831,17.924,18.096,18.244,0.513075,1.097,1.667,QSO
17.928,18.128,18.37,18.369,18.383,0.593163,0.917,0.778,QSO
16.636,17.22,17.493,17.417,17.527,0.001169,0.445,0.425,STAR
17.493,18.493,19.056,19.465,19.708,0.260248,2.963,4.032,GALAXY
16.027,16.444,16.439,16.577,16.692,0.001019,0.579,0.627,STAR
21.003,20.954,21.121,21.203,21.258,1.631269,0.788,0.81,QSO
18.406,18.847,19.031,19.026,19.094,1.824435,1.35,1.481,QSO
17.649,18.059,18.229,18.264,18.337,-0.000349,0.635,0.618,STAR
14.667,14.799,15.298,15.482,15.507,0.001041,0.504,0.49,STAR
19.792,20.488,20.901,21.437,21.751,0.4405,2.913,4.75,GALAXY
18.401,18.514,18.631,18.49,18.538,0.000839,0.554,0.393,STAR
16.421,17.205,17.214,17.581,17.823,0.023342,2.808,2.007,GALAXY
17.503,17.785,18.23,18.353,18.403,0.00055,0.721,0.404,STAR
16.512,16.584,16.836,17.18,17.281,0.000906,0.467,0.379,STAR
18.399,19.669,19.734,19.966,20.384,0.295523,3.119,3.395,GALAXY
20.768,21.195,21.28,21.556,21.593,0.484637,3.457,2.201,GALAXY
17.187,17.629,18.484,18.742,18.857,0.145203,1.682,3.268,GALAXY
18.099,18.794,18.971,19.153,19.27,0.16083,2.712,2.528,GALAXY
19.265,19.841,20.205,20.864,20.94,0.241239,1.984,2.266,GALAXY
17.532,18.084,18.104,18.234,18.232,0.000866,0.616,0.653,STAR
17.869,18.147,18.319,18.41,18.559,1.584095,1.244,0.851,QSO
18.834,19.535,19.82,20.067,20.096,0.239846,2.836,3.48,GALAXY
17.96,18.321,18.63,18.816,19.135,0.47819,2.59,1.637,GALAXY
17.438,17.382,17.392,17.637,17.78,0.001134,0.424,0.56,STAR
18.358,18.983,18.931,19.142,19.601,0.424117,3.49,1.461,GALAXY
16.699,17.371,17.536,17.638,17.762,0.001137,0.515,0.58,STAR
16.049,16.1,16.161,16.22,16.261,3.112399,0.846,0.85,QSO
16.177,16.588,17.185,17.666,17.775,0.146973,3.086,3.515,GALAXY
20.909,21.278,21.438,21.462,21.56,1.353829,1.002,0.778,QSO
18.305,18.611,18.75,18.889,18.972,2.068837,0.38,0.773,QSO
19.189,19.335,19.531,19.796,19.934,1.900013,0.957,0.509,QSO
14.982,15.934,15.81,16.193,16.317,0.009936,1.024,1.326,GALAXY
20.176,20.396,20.432,20.792,21.07,0.44161,2.515,2.639,GALAXY
18.607,18.976,19.059,19.463,19.443,-0.115531,1.976,1.809,GALAXY
16.614,16.843,17.03,17.045,17.154,2.589605,0.578,1.594,QSO
17.092,17.498,17.643,17.647,17.757,1.362949,0.797,1.199,QSO
19.2,19.374,19.454,19.589,19.646,2.274516,1.217,1.12,QSO
17.466,17.635,17.88,18.269,18.478,0.338277,2.84,3.556,GALAXY
18.071,18.96,19.489,19.734,20.03,0.339617,4.076,2.862,GALAXY
21.293,21.382,21.581,22.027,22.222,0.215604,2.869,3.394,GALAXY
18.81,19.454,19.871,20.638,21.191,0.266133,2.333,1.54,GALAXY
19.621,19.552,19.604,19.935,20.304,0.225151,3.431,2.162,GALAXY
19.898,20.233,20.275,20.337,20.592,0.487418,3.146,2.541,GALAXY
15.114,15.348,15.581,15.747,15.82,0.723214,1.006,1.399,QSO
17.091,17.655,17.902,18.049,18.019,0.002224,0.396,0.402,STAR
22.35,22.826,23.298,23.631,23.909,0.357543,3.265,1.909,GALAXY
21.554,22.005,22.252,22.58,22.839,0.231667,1.047,1.771,GALAXY
15.752,16.066,16.289,16.244,16.357,0.001073,0.543,0.292,STAR
17.861,18.588,19.033,18.79,18.904,0.123088,3.109,1.839,GALAXY
20.79,21.087,21.854,21.997,22.238,0.002353,2.311,2.91,GALAXY
15.141,15.512,15.488,15.752,15.987,0.000958,0.45,0.431,STAR
18.56,19.102,19.691,19.742,20.046,0.695951,3.667,1.697,GALAXY
16.441,16.669,16.876,16.935,17.008,0.000832,0.528,0.425,STAR
20.814,20.97,21.073,21.26,21.277,1.174746,0.913,1.129,QSO
23.958,24.226,24.857,24.962,25.278,0.45557,1.828,2.382,GALAXY
15.849,15.974,16.271,16.335,16.354,0.001123,0.649,0.465,STAR
18.919,19.093,19.549,19.72,19.714,0.000998,0.598,0.662,STAR
16.332,16.646,16.965,17.11,17.283,0.001925,0.753,0.464,STAR
22.125,22.256,22.251,22.395,22.457,1.793675,0.888,1.143,QSO
23.468,24.325,24.842,25.182,25.65,-0.07366,3.147,2.098,GALAXY
19.569,19.858,20.031,20.366,20.643,0.105715,4.256,3.045,GALAXY
17.838,18.489,19.127,19.271,19.39,0.300757,3.39,2.802,GALAXY
19.551,20.168,20.474,20.732,20.805,0.534121,2.061,2.51,GALAXY
20.471,21.428,22.279,22.489,22.805,0.157412,1.481,2.888,GALAXY
16.783,17.075,17.181,17.376,17.423,0.000507,0.604,0.526,STAR
19.077,19.468,19.875,19.932,20.24,0.363916,3.47,2.465,GALAXY
19.779,20.251,20.95,21.495,22.147,0.512764,2.104,1.769,GALAXY
19.159,19.623,20.32,20.501,20.782,0.225858,2.252,2.179,GALAXY
17.017,17.039,17.046,17.259,17.397,0.001916,0.489,0.562,STAR
22.634,23.013,23.225,23.734,23.905,-0.131376,3.589,1.169,GALAXY
17.219,17.464,17.746,17.753,17.929,0.001401,0.528,0.42,STAR
21.266,21.355,21.46,21.665,21.768,1.845895,0.614,0.817,QSO
17.549,18.49,19.006,19.315,19.388,0.184988,1.867,2.869,GALAXY
20.362,20.744,20.929,21.084,21.161,0.8889,1.247,0.601,QSO
20.36,20.55,20.628,20.795,20.721,1.083798,1.424,0.691,QSO
15.738,16.071,16.445,16.728,16.866,0.000628,0.654,0.676,STAR
18.138,18.144,18.385,18.453,18.444,2.31416,1.388,0.933,QSO
20.564,20.876,21.751,22.299,22.517,0.628506,2.426,1.406,GALAXY
16.3,16.568,16.632,16.902,16.812,0.000953,0.38,0.492,STAR
17.113,17.167,17.454,17.555,17.658,0.00094,0.457,0.642,STAR
16.17,16.445,16.66,16.735,16.874,0.000798,0.508,0.741,STAR
19.634,20.335,20.671,20.92,20.995,0.128528,3.935,2.635,GALAXY
19.875,20.01,20.19,20.378,20.464,1.50379,0.971,0.444,QSO
20.804,21.741,22.178,22.551,22.646,0.403555,3.045,1.582,GALAXY
19.281,19.711,19.745,19.747,19.893,0.00105,0.5,0.475,STAR
19.005,19.433,20.171,20.575,20.706,0.253085,2.364,3.183,GALAXY
19.67,19.763,19.833,20.133,20.208,2.4662,1.065,1.114,QSO
17.556,17.676,17.774,17.953,18.126,0.000155,0.491,0.539,STAR
14.202,14.472,14.463,14.577,14.859,0.001306,0.59,0.735,STAR
15.704,15.795,15.994,16.052,16.042,0.001531,0.526,0.465,STAR
13.89,14.273,14.82,15.263,15.456,0.181929,2.85,3.361,GALAXY
19.336,19.754,19.961,19.948,19.995,0.0005,0.48,0.375,STAR
16.57,17.073,17.242,17.484,17.601,3.124653,1.292,0.992,QSO
20.093,20.829,21.154,21.181,21.364,0.402495,1.761,2.703,GALAXY
16.236,16.425,16.596,16.71,16.829,1.70724,1.412,1.129,QSO
21.348,21.918,22.293,22.719,22.892,0.450948,2.06,3.24,GALAXY
18.939,18.846,18.963,19.138,19.235,2.211043,1.05,0.851,QSO
18.101,18.014,17.996,18.231,18.335,0.001324,0.542,0.57,STAR
17.603,18.082,18.611,18.799,18.872,0.000755,0.646,0.545,STAR
18.388,18.654,19.209,19.772,20.179,0.047578,1.655,1.721,GALAXY
20.208,20.697,21.428,22.086,22.308,0.080489,2.479,2.177,GALAXY
18.851,19.292,19.595,19.605,19.671,0.001179,0.238,0.645,STAR
20.268,20.372,21.166,21.632,21.853,0.044206,3.291,2.604,GALAXY
19.661,19.873,20.297,21.029,21.202,0.294038,1.919,1.54,GALAXY
19.831,20.113,20.458,20.589,20.656,0.001203,0.501,0.681,STAR
19.371,20.074,20.291,20.474,20.566,0.00093,0.412,0.443,STAR
19.048,19.326,19.816,19.701,19.892,0.43644,1.768,3.279,GALAXY
17.187,17.646,17.687,17.741,17.924,0.000892,0.453,0.384,STAR
15.49,16.002,16.49,16.956,17.127,0.000291,0.487,0.645,STAR
16.856,17.162,17.5,17.731,17.843,0.00128,0.707,0.49,STAR
15.693,15.428,15.565,16.147,16.382,0.584261,2.673,2.392,GALAXY
17.964,18.795,18.972,19.045,19.287,0.262503,3.399,1.721,GALAXY
17.039,18.041,18.596,19.247,19.746,0.159433,1.486,2.015,GALAXY
14.778,14.602,14.853,15.116,15.221,0.001339,0.42,0.604,STAR
16.474,16.836,17.109,17.239,17.27,0.00048,0.688,0.442,STAR
16.966,16.981,17.156,17.289,17.36,0.657358,1.395,1.089,QSO
22.277,22.58,22.861,23.187,23.363,0.06586,1.491,2.458,GALAXY
18.356,18.626,18.902,18.92,18.995,2.591204,0.572,0.505,QSO
18.17,18.868,19.188,19.768,19.861,0.509394,1.523,2.82,GALAXY
16.85,16.854,16.922,17.059,17.108,1.127562,0.818,0.983,QSO
23.115,23.886,24.337,24.838,25.076,0.09115,3.466,1.85,GALAXY
16.658,16.791,17.07,17.079,17.172,0.001157,0.596,0.628,STAR
19.722,19.893,20.139,20.17,20.279,1.599568,0.37,1.046,QSO
17.882,17.975,18.164,18.234,18.316,0.00109,0.46,0.564,STAR
17.405,17.457,17.457,17.381,17.599,0.001325,0.683,0.432,STAR
21.916,22.264,22.584,23.012,23.424,0.334565,2.343,1.674,GALAXY
17.928,17.929,18.026,18.417,18.535,0.00117,0.648,0.56,STAR
18.632,18.881,19.361,19.604,19.705,0.000729,0.468,0.39,STAR
20.735,21.233,21.489,21.837,21.958,0.059229,3.213,0.837,GALAXY
19.168,19.597,20.107,21.154,21.338,0.289325,1.921,2.158,GALAXY
15.731,15.786,15.937,15.996,16.049,0.000208,0.46,0.281,STAR
16.924,16.872,17.171,17.341,17.511,0.001264,0.597,0.606,STAR
16.456,16.522,16.613,16.712,16.766,0.000411,0.479,0.612,STAR
16.171,16.537,16.932,17.043,17.111,0.001123,0.445,0.459,STAR
21.119,21.588,21.952,22.34,22.461,0.180414,1.652,2.111,GALAXY
19.678,19.609,19.833,19.915,20.001,1.253469,0.848,0.75,QSO
17.409,17.698,17.801,17.831,18.06,0.001655,0.547,0.48,STAR
18.165,18.466,18.809,18.875,19.037,0.001188,0.462,0.688,STAR
18.854,19.916,20.072,20.158,20.285,0.000833,0.578,0.483,STAR
18.611,19.689,20.219,20.518,20.551,0.255549,2.415,2.385,GALAXY
16.049,16.424,16.635,16.638,16.721,1.132325,1.088,0.925,QSO
17.048,17.475,17.822,17.862,18.027,0.000778,0.564,0.517,STAR
17.43,17.694,17.846,18.133,18.261,0.000796,0.63,0.454,STAR
21.979,22.251,22.286,22.449,22.542,1.131849,0.558,1.089,QSO
16.226,16.588,16.597,16.593,16.57,0.000712,0.622,0.381,STAR
18.683,19.014,19.041,19.261,19.362,-0.000183,0.411,0.468,STAR
18.677,19.009,19.142,19.175,19.152,2.633363,1.038,0.828,QSO
14.275,14.394,14.461,14.709,14.832,0.98068,1.305,1.142,QSO
22.07,22.547,23.161,23.29,23.38,0.122262,2.335,3.614,GALAXY
15.932,16.182,16.441,16.652,16.716,0.000578,0.327,0.478,STAR
13.915,14.056,13.849,14.066,14.297,0.000982,0.491,0.526,STAR
20.173,20.529,21.06,21.434,21.654,0.4522,2.754,3.016,GALAXY
18.024,18.25,18.356,18.501,18.57,0.04556,1.18,1.137,QSO
18.02,18.636,18.833,19.354,19.398,0.381959,1.695,1.836,GALAXY
16.067,16.192,16.791,16.773,16.795,0.001209,0.477,0.561,STAR
24.872,25.6,26.251,26.73,27.014,-0.00219,3.935,2.065,GALAXY
20.042,20.413,20.561,20.811,20.937,0.596862,1.831,1.96,GALAXY
18.305,18.278,18.463,18.552,18.498,0.001678,0.423,0.671,STAR
20.216,20.806,21.233,22.017,22.13,0.26642,3.526,1.532,GALAXY
17.116,17.244,17.328,17.663,17.856,0.001308,0.646,0.604,STAR
19.12,19.282,19.523,19.499,19.646,2.544712,0.904,1.408,QSO
22.001,22.959,23.33,23.268,23.397,0.444381,1.532,1.713,GALAXY
17.775,17.949,18.109,18.207,18.301,0.430015,0.75,1.229,QSO
19.975,20.116,20.284,20.59,20.787,0.606248,2.551,3.244,GALAXY
18.564,18.475,18.357,18.319,18.474,2.373303,1.32,1.32,QSO
15.229,15.756,15.896,16.147,16.276,0.000921,0.394,0.549,STAR
20.13,21.078,21.592,21.735,21.693,0.370785,3.731,2.969,GALAXY
18.427,18.358,18.529,18.77,18.793,1.940677,1.113,1.561,QSO
20.68,20.994,21.785,21.821,21.789,0.023859,1.484,2.703,GALAXY
17.88,18.438,18.725,19.45,19.681,0.410022,2.192,1.081,GALAXY
20.48,20.549,20.595,20.588,20.58,1.052458,0.794,1.718,QSO
15.705,16.562,17.215,17.556,17.658,0.230088,1.539,3.117,GALAXY
18.366,18.754,18.725,19.192,19.612,0.270724,3.239,1.852,GALAXY
19.607,19.442,19.541,19.684,19.785,1.36201,1.068,0.607,QSO
16.781,17.055,17.019,17.233,17.302,0.000461,0.583,0.53,STAR
16.348,16.695,17.018,17.108,17.233,0.000849,0.631,0.535,STAR
17.537,17.691,17.984,18.08,18.073,0.001598,0.421,0.469,STAR
20.325,20.7,21.306,21.502,21.943,0.299954,1.279,2.611,GALAXY
20.917,21.024,20.989,21.148,21.228,2.298836,0.758,1.373,QSO
19.452,19.925,20.183,20.184,20.432,0.352732,3.672,2.067,GALAXY
15.175,15.683,15.95,15.981,15.872,0.000868,0.402,0.479,STAR
17.119,17.285,17.175,17.18,17.185,0.000368,0.532,0.491,STAR
19.473,19.571,20.553,20.899,21.271,0.557607,2.816,0.885,GALAXY
19.6,19.532,19.749,19.867,19.962,0.001705,0.585,0.413,STAR
19.187,19.986,20.008,20.551,20.741,0.460096,3.187,3.168,GALAXY
19.842,20.471,21.705,21.77,22.027,0.227689,3.425,2.108,GALAXY
19.53,19.804,20.615,21.053,21.158,0.548067,1.863,3.816,GALAXY
15.963,16.177,16.677,17.031,17.23,0.38522,2.346,2.441,GALAXY
16.68,17.216,17.991,18.499,18.586,0.334794,1.338,2.227,GALAXY
18.169,18.523,18.574,18.653,18.692,0.001495,0.386,0.563,STAR
21.169,21.767,22.292,22.997,23.131,0.621382,2.665,1.3,GALAXY
17.821,18.242,18.594,18.63,18.712,0.000934,0.564,0.42,STAR
19.857,20.167,20.341,20.431,20.484,0.001069,0.658,0.408,STAR
16.768,17.097,17.383,17.584,17.645,0.001338,0.253,0.645,STAR
19.593,19.904,20.174,20.156,20.069,0.000917,0.461,0.756,STAR
23.466,23.985,24.657,25.231,25.238,0.504462,2.919,3.859,GALAXY
23.281,23.483,24.152,24.444,24.674,0.722736,2.783,3.913,GALAXY
21.963,22.331,22.753,23.304,23.565,-0.078057,1.036,2.855,GALAXY
16.516,16.685,17.034,17.212,17.319,0.001862,0.456,0.331,STAR
21.011,21.799,22.271,22.677,23.005,0.282677,3.951,1.241,GALAXY
17.685,17.971,18.143,18.534,18.868,0.373851,2.526,1.533,GALAXY
