u,g,r,i,z,redshift,temperature,logg,metallicity,class
20.02777,17.72471,16.51921,16.25474,16.90594,0.13812,6384.40525,4.51407,0.16521,STAR
19.78377,18.56273,21.11721,19.00236,19.18064,0.07555,8305.09565,3.00302,-0.42555,QSO
18.37249,17.51558,17.17175,16.2658,16.29642,0.18631,5509.20721,4.2102,-0.10191,STAR
19.01295,17.30883,17.40723,15.92194,16.24658,0.40021,5767.97824,3.7169,-0.03612,STAR
18.04752,18.01105,17.28265,16.25052,16.41217,0.1883,5872.82128,4.13174,-0.25104,STAR
18.21306,17.83401,15.79757,15.97494,16.29583,0.01097,7545.73707,4.55382,-0.05277,STAR
19.34757,18.1204,19.28993,20.66036,19.41898,2.08676,10474.01476,4.07842,-0.09556,QSO
21.73797,19.97717,20.62872,19.16205,18.69134,0.12253,6207.67912,2.81414,0.50213,GALAXY
18.65288,17.45394,16.5061,16.92248,15.90676,0.26072,8192.00098,4.37578,-0.22589,STAR
20.49557,20.03481,20.32132,18.591,20.21264,0.05149,3963.5329,3.23889,0.21936,GALAXY
18.34106,18.98315,18.05127,19.06252,17.73275,2.02515,4707.15155,4.10936,0.22655,QSO
16.94169,16.94527,17.26341,16.33231,15.69159,0.04574,7497.83621,4.69618,-0.73908,STAR
17.32798,16.41656,17.41956,16.91672,15.37384,0.01012,6261.57066,4.33102,-0.67176,STAR
18.71804,17.6561,16.82155,16.03468,16.23448,0.07384,3957.97544,4.51772,-0.29035,STAR
18.26966,18.29803,17.02107,16.48956,16.69462,0.06497,5813.45363,4.63259,-0.35384,STAR
18.62349,16.82203,17.44929,16.53259,16.17543,0.23649,6978.48925,4.46257,-0.14391,STAR
19.48081,19.69849,17.36421,19.8336,19.79236,0.86258,7954.34385,2.83581,-0.28417,QSO
19.84311,19.57188,19.73009,19.17302,17.45588,0.23729,4908.98935,3.04015,-0.15103,GALAXY
17.71871,18.77283,16.57966,15.68549,16.8453,0.15414,4451.04791,4.34925,-0.06267,STAR
18.26192,19.00444,19.18515,18.40253,17.86891,2.25986,10386.89141,3.71582,-0.49838,QSO
19.41115,19.57149,19.59116,18.1253,17.61643,0.36511,6186.01945,3.49987,-0.14573,GALAXY
18.45563,17.6729,16.07534,17.90355,15.959,0.1499,5881.57606,4.50365,-0.40128,STAR
19.58488,20.03534,19.03026,18.20734,18.22314,0.19907,5624.84352,3.61372,-0.50219,GALAXY
18.61513,20.1857,18.93706,20.17531,19.43057,0.39009,4614.12987,3.60347,-0.5045,GALAXY
17.66343,17.91693,17.88436,16.7891,15.42972,0.14552,3963.52854,3.32681,0.3694,STAR
20.16502,18.09238,21.80091,18.64465,18.48487,1.15366,10911.17005,3.23338,-0.6525,QSO
17.84138,17.89218,16.03493,15.81849,16.26016,0.02471,5702.33131,4.87614,0.5224,STAR
20.7441,18.55494,16.35756,16.40671,17.47636,0.13694,3876.31964,4.43289,-0.48066,STAR
22.05795,20.70778,20.17287,19.66847,18.75598,0.20729,3535.11675,2.40084,-0.23694,GALAXY
18.74755,18.2179,16.38256,17.29591,15.43381,0.10202,5502.11029,4.11152,-0.22696,STAR
21.93382,19.52088,20.42466,18.43925,18.73756,0.22468,6815.99207,3.05398,-0.10059,GALAXY
20.99386,20.75203,20.41488,20.64871,19.15118,0.27382,6358.41347,2.76789,-0.31693,GALAXY
19.58589,19.00782,19.30159,19.27086,19.79705,2.87507,4718.43445,3.48078,-0.24025,QSO
19.14893,19.17404,21.17519,19.01803,18.56158,0.33168,6158.6936,2.96869,-0.37204,GALAXY
20.17842,19.37677,19.45056,19.40457,17.85671,0.17948,4788.43536,3.2555,-0.87802,GALAXY
17.85594,19.65143,19.97589,18.66497,18.709,1.77081,7722.76852,4.786,-0.28324,QSO
17.27209,16.6754,17.55848,16.57626,15.64183,0.3457,5619.6746,4.59074,0.04176,STAR
19.9849,19.62999,18.95273,17.66612,18.48851,0.20315,5210.59899,3.78191,0.38077,GALAXY
17.59967,16.75284,16.62459,17.48034,15.81109,0.16573,6379.82277,4.32134,0.59095,STAR
17.32358,17.60368,17.3001,17.28951,15.82423,0.28463,7189.93885,4.2092,-0.25799,STAR
18.20212,17.57339,17.35759,16.342,16.04246,0.09534,5991.63544,3.65721,0.20849,STAR
21.01505,19.22795,19.91812,19.94568,19.18854,0.08137,5557.16382,4.16062,-0.41372,GALAXY
20.61899,17.72448,18.72374,20.78788,18.04873,1.37489,5580.69149,4.70035,-0.85902,QSO
21.1085,19.8833,20.71428,16.62981,20.34243,0.3296,5021.63631,3.93277,-0.104,GALAXY
18.52931,15.82088,16.20063,17.05781,16.91706,0.21169,4387.46684,4.10159,0.45748,STAR
18.00687,19.31945,19.2365,18.74487,19.93429,1.0768,8291.50329,2.96615,-0.01409,QSO
17.93733,17.73166,15.50279,17.01828,15.93261,0.04245,6820.54009,4.04341,0.57305,STAR
18.98157,18.77197,18.52614,19.94611,17.92038,2.25106,6735.25195,4.05529,0.3897,QSO
21.38872,19.47145,18.27779,18.98627,18.19066,0.25048,6130.103,3.11106,-0.29392,GALAXY
21.42906,22.02099,20.07225,19.68543,17.05076,0.24701,4783.06598,3.60388,0.26039,GALAXY
18.22971,17.31519,17.53832,16.56403,17.72472,0.09811,5694.37205,4.43056,0.38893,STAR
18.97884,19.96178,20.08204,18.79309,18.23413,1.70653,4302.31407,3.06708,-1.10448,QSO
19.03504,17.78216,19.099,19.28149,19.10894,2.64009,6341.49261,3.81098,-0.7245,QSO
17.46491,16.88848,16.47326,15.86629,15.28658,0.0679,6329.11292,4.5238,-0.71088,STAR
18.78553,17.26968,17.79504,16.42705,16.70579,0.06349,5293.09313,4.56219,-0.3477,STAR
17.81653,16.65273,16.1866,16.24786,15.93221,0.18791,5040.84709,4.77152,-0.23798,STAR
