u,g,r,i,z,redshift,temperature,logg,metallicity,class
22.43228,20.08036,19.27695,18.44339,17.50448,0.02042,5161.51731,2.62478,-0.38073,GALAXY
17.11811,17.50152,15.60202,17.08578,15.22959,0.11495,5495.54543,3.52871,-0.47958,STAR
20.07971,18.33489,19.05426,19.14352,19.16287,0.7415,9399.59189,3.6002,-0.64719,QSO
18.65271,17.97712,16.6934,15.7233,16.05932,0.08224,6519.11623,4.22855,0.12729,STAR
18.57691,18.82699,18.30888,20.72651,17.57531,0.45241,9562.29205,3.95955,-0.71249,QSO
20.19131,19.6127,19.09711,19.05801,18.75896,0.28733,4812.7199,3.26169,-0.06454,GALAXY
21.60765,20.54539,19.69888,19.3876,18.27671,0.22625,4824.27332,3.10783,-0.447,GALAXY
21.20202,20.65126,20.63124,19.66678,19.19501,0.26303,4723.17048,3.08288,0.11381,GALAXY
21.15639,19.74711,19.57225,19.28105,17.75001,0.35809,5655.43281,3.23121,-0.06684,GALAXY
21.64572,20.02435,20.20749,17.94033,18.29442,0.1932,4380.6949,3.49144,-0.96146,GALAXY
22.13131,19.4509,19.2489,19.31081,18.81758,0.23764,5824.24228,3.87827,-0.17037,GALAXY
18.48434,17.70684,21.01676,18.7259,17.66356,1.21652,9620.31751,3.83346,-0.66918,QSO
17.68612,17.56899,17.0111,15.54682,16.73696,0.01728,6160.8423,4.07054,-0.18096,STAR
17.48051,18.51203,18.99184,19.97576,18.54494,1.0895,6476.29383,3.92216,-0.26238,QSO
20.13227,18.67755,18.71411,18.54323,19.45433,1.60859,6567.33645,4.66077,-0.30531,QSO
21.50129,19.05301,19.43948,18.91982,19.24489,0.19587,6065.35166,3.02554,-0.04007,GALAXY
18.41521,17.64823,16.88795,16.23436,15.05111,0.0582,6451.4956,4.4445,0.18967,STAR
17.99378,17.67892,16.95027,15.60054,15.93113,0.06032,7613.76604,3.87259,0.30345,STAR
20.01783,20.86406,19.66635,19.74844,18.99306,0.17319,5177.64783,3.15212,-0.89833,GALAXY
19.90976,20.51682,20.48851,19.33943,18.57005,0.10067,4949.35604,3.17148,-1.30524,GALAXY
18.16283,17.42931,17.14003,17.22578,16.28116,0.22473,7466.36753,3.63744,0.50776,STAR
20.54228,19.77278,18.03619,19.74548,19.01397,0.36627,4730.61422,4.05631,-0.13145,GALAXY
19.40606,19.30546,17.56816,18.1678,18.10001,0.40098,5196.42504,4.39117,0.42572,QSO
16.87946,17.60261,16.37815,16.69844,15.72291,0.01141,6598.89301,4.44347,0.10743,STAR
20.45706,17.9678,17.67343,19.18142,17.86095,1.31355,8051.47257,4.79951,-0.59594,QSO
18.06592,17.61212,17.04926,17.25646,17.26485,0.09126,5356.98102,4.43831,-0.41912,STAR
18.57432,16.95762,17.3897,16.60431,15.86047,0.0389,7512.09197,4.59835,-0.45543,STAR
20.41969,19.60551,19.11166,20.27094,19.17286,0.26287,4603.6541,3.69833,-0.25002,GALAXY
16.55462,18.49916,19.26999,17.29142,19.74264,2.06496,5463.45339,4.4375,0.06176,QSO
19.99362,20.31018,19.06159,18.99424,19.65704,0.30069,3718.00525,3.59879,0.02281,GALAXY
17.76674,20.57342,19.46322,19.10927,19.29573,2.58445,8325.22186,4.4977,-0.42873,QSO
17.22608,17.78878,17.18317,16.02925,16.78955,0.05505,6006.60846,4.32495,0.53232,STAR
20.16882,19.77004,18.76743,17.2183,17.91695,1.01842,11019.0314,3.95744,-0.29855,QSO
17.22553,17.60252,17.12145,17.06514,16.93647,0.27953,6078.86071,4.47476,-0.08319,STAR
18.38985,20.33899,19.29718,19.76216,17.71947,1.12975,8383.61559,4.29732,-0.26882,QSO
19.47429,18.76827,18.67615,18.98593,18.23467,1.17546,9672.50063,3.98531,-0.55073,QSO
20.22271,19.24748,19.77202,19.82658,18.87299,2.7165,4550.85756,4.6915,-0.25857,QSO
17.90205,17.80687,17.05666,17.07931,16.15064,0.0175,5378.36762,5.06059,-0.32694,STAR
18.71389,18.74446,17.83112,18.57336,18.3846,1.06602,6702.12157,3.3235,-0.18837,QSO
17.6265,18.33839,16.50799,17.4823,15.86683,0.0104,5310.97936,5.18834,-0.04153,STAR
17.86681,17.17696,16.24514,17.1376,16.44658,0.09126,7313.73787,4.50591,0.15802,STAR
18.06198,17.9673,16.88897,16.25127,16.63638,0.1165,6695.09164,3.71828,0.1932,STAR
18.51877,16.79998,16.91419,17.15184,15.5836,0.02225,3502.50776,4.15633,-0.31262,STAR
21.48214,19.10909,19.00847,19.08857,17.56242,0.22096,5271.51527,3.49109,-0.20264,GALAXY
22.49509,19.66724,20.08679,19.33052,19.5522,0.00217,5532.82453,3.02844,0.24741,GALAXY
20.71082,19.69201,18.65891,18.94016,18.33658,2.4741,11193.81997,3.62004,-0.74566,QSO
18.8397,17.47773,16.66508,15.85472,17.28891,0.10522,6014.91537,4.23125,-0.12149,STAR
18.40665,16.63558,16.49081,16.7982,16.59743,0.01328,3702.7549,4.19764,-0.26282,STAR
20.09049,21.1861,19.31145,18.57371,19.53992,0.45304,6749.01928,3.56381,-0.25469,GALAXY
19.197,18.28991,17.37359,17.23961,18.04755,2.06842,6411.18345,3.62814,-0.78069,QSO
19.01389,17.48164,17.17142,16.56211,16.49124,0.15496,5956.3356,4.53875,-0.05857,STAR
17.94586,19.5246,18.09595,18.31234,19.76304,1.58146,6493.48915,4.10742,-0.92756,QSO
18.41263,17.74699,16.08198,15.98025,16.765,0.03428,5351.1604,4.26374,-0.41644,STAR
17.54505,16.81599,16.65877,17.01107,16.39277,0.14761,5561.78261,3.6783,-0.23328,STAR
17.55651,18.87756,17.39708,16.62651,16.18183,0.11869,6516.29104,4.8999,-0.15927,STAR
16.58519,19.87863,19.51698,18.7782,18.1945,1.53066,6488.13586,3.25716,-0.56667,QSO
21.18616,19.61566,19.93983,19.71784,18.94262,0.18025,4812.32216,2.40203,-0.00947,GALAXY
17.86391,20.36979,20.92111,17.38598,18.45467,0.53171,3937.9763,3.18237,0.27446,QSO
17.34468,18.4783,15.88832,17.06908,16.38692,0.0779,6244.04724,4.80704,0.08629,STAR
21.00363,18.78076,19.51913,19.95875,19.85253,0.12278,4470.90743,3.44108,-0.35495,GALAXY
17.58197,18.84557,17.12688,16.96493,16.13615,0.05273,6735.39152,4.89286,-0.06503,STAR
18.969,18.20067,16.36243,16.77322,16.53046,0.00581,5649.61522,4.54462,-0.25855,STAR
19.64679,18.85688,17.86278,20.06197,19.41293,1.21397,6569.60408,3.09926,-0.41969,QSO
21.19412,18.12935,18.13082,18.7629,17.94158,1.43542,7284.13953,4.12396,-0.63026,QSO
17.98654,17.73354,16.44933,16.98138,16.84065,0.08208,4103.35603,3.66011,-0.15995,STAR
19.29094,20.9267,18.01352,18.86704,18.01683,1.13125,8958.00425,4.54774,-0.36095,QSO
18.4172,19.21183,19.49732,18.92198,17.36406,1.5738,7295.82716,3.94784,-0.68391,QSO
18.63126,18.46424,19.71345,18.51065,18.6488,2.481,4046.7547,3.59196,-0.65749,QSO
21.05569,20.23868,19.02643,19.42154,18.35227,0.04766,3806.11336,3.28692,-0.24136,GALAXY
19.47903,18.03252,16.61903,16.60634,15.9523,0.04088,6869.34789,3.7232,0.01232,STAR
17.99078,17.0873,16.71524,16.10729,17.31201,0.0309,5383.07802,4.21188,-0.23154,STAR
17.38085,18.96661,16.79277,16.56104,15.3534,0.00318,6459.81548,4.09144,-0.0114,STAR
21.16146,20.7123,18.11211,19.39217,19.56281,1.41638,7987.00525,3.50824,-1.41369,QSO
18.76225,17.91585,18.34496,16.01591,16.65048,0.06899,6863.73646,3.75516,0.48562,STAR
19.05231,19.02654,19.06203,18.65359,19.42774,0.93728,9481.74262,3.05807,-0.62758,QSO
20.10716,19.55321,20.18094,17.95484,18.51975,0.28401,5585.34136,3.12469,-0.09958,GALAXY
20.06275,19.91001,20.0843,18.24129,18.14959,0.26248,3630.03826,2.63435,0.55541,GALAXY
16.68633,20.17039,19.7736,18.12528,17.99559,0.31859,7571.48492,4.06648,-0.43579,QSO
20.62468,20.00813,19.32372,19.78827,18.83632,0.36759,4741.20456,3.61968,-0.38728,GALAXY
19.296,19.92319,18.5329,19.38778,17.35937,1.39555,7266.0819,3.47446,-0.13604,QSO
18.58765,17.28797,17.39808,15.79837,15.92915,0.05797,6859.06826,4.06803,0.10277,STAR
20.84385,20.65021,18.34963,18.60286,18.31253,0.63339,4443.91658,3.46774,0.79566,GALAXY
17.41371,16.7417,17.12063,15.93983,16.86893,0.12298,6572.96776,4.26654,0.21458,STAR
20.26682,21.16355,20.21578,18.13957,18.67241,0.27594,3417.80277,3.13493,-0.40607,GALAXY
21.29944,19.94389,20.10767,19.50336,18.02474,0.08789,6663.95725,3.53362,-0.06839,GALAXY
20.64882,20.08142,19.14073,18.1795,18.99582,0.15674,5746.04097,3.72955,-0.38584,GALAXY
20.84047,21.36983,19.76196,17.96329,18.38403,0.12819,6422.52406,3.12644,-0.51417,GALAXY
17.51629,16.84483,17.08122,16.93773,16.59449,0.0548,5457.0351,3.93845,-0.04089,STAR
18.31876,19.78477,19.34077,18.84731,18.93919,1.33456,6794.48262,3.21956,-0.71052,QSO
21.17356,19.15668,19.11362,19.29353,19.62657,1.27161,7202.29817,5.84057,-0.5536,QSO
20.06018,19.49722,20.10905,20.03856,19.1279,0.18038,5401.15986,3.41953,-0.41215,GALAXY
19.15846,19.58846,19.4064,18.50977,19.14782,1.18585,3048.41741,3.71807,0.13305,QSO
18.47969,20.05905,18.59998,20.19914,17.54526,1.42049,6495.59538,4.0496,-0.04923,QSO
20.52219,18.91972,19.86236,17.50173,17.84701,0.96526,10621.5672,4.5182,-0.4905,QSO
17.75805,19.81095,19.49442,17.67481,17.87184,0.97156,5825.88575,3.5432,-0.45387,QSO
18.01648,18.27857,17.03354,16.22241,16.04903,0.0867,4187.76206,4.6475,-0.10386,STAR
18.45591,18.06313,17.02675,16.11763,17.06158,0.08447,4275.7078,4.77858,0.11751,STAR
18.61396,17.29135,17.42177,16.91809,15.10853,0.07139,5328.80251,3.92483,-0.24436,STAR
18.03686,18.38137,17.68103,15.897,17.39243,0.11571,3927.86784,4.60299,-0.14654,STAR
18.74399,17.82168,16.31105,17.15324,16.2629,0.06357,6344.49445,4.12568,0.18145,STAR
20.55531,21.1234,20.75008,17.51127,19.20748,0.16136,5724.14973,2.98268,0.45656,GALAXY
17.27406,17.46487,16.74128,17.38914,16.88784,0.0066,4801.28129,4.30896,-0.31894,STAR
20.38488,21.02682,18.67712,19.75226,17.33873,0.2944,5672.10886,3.34891,-0.56045,GALAXY
18.87162,17.68009,16.92268,16.96955,16.61425,0.02087,4550.49044,4.41961,0.10194,STAR
17.76215,20.57369,21.048,18.66553,19.06091,1.02942,7700.13086,3.49349,-0.19168,QSO
18.11243,16.79412,16.26904,16.55958,16.65168,0.09203,6869.61822,4.83312,0.32729,STAR
21.13963,17.53388,18.18108,19.29624,19.37453,1.95181,5037.6106,3.3518,0.01962,QSO
19.07211,19.21011,19.6808,18.69521,18.95053,0.17184,6115.86957,3.23101,-0.93245,QSO
19.80242,18.32936,16.98006,16.63185,16.52628,0.20058,6025.86521,4.46602,0.04129,STAR
21.80737,20.87745,18.60713,18.81664,19.44328,0.31143,6125.20061,3.69541,-0.33358,GALAXY
22.35007,19.87084,18.32087,19.00001,18.92385,0.3215,5616.92624,3.76023,0.16579,GALAXY
17.48259,18.28311,16.2851,16.66656,17.5269,0.02928,6080.90768,4.07949,-0.29841,STAR
18.45546,17.49228,16.6248,16.7264,15.60934,0.01836,6752.72542,4.39991,0.26432,STAR
20.01727,18.41397,19.34325,17.83242,19.27828,0.65706,7091.51202,2.90435,-0.0901,QSO
21.3311,19.96895,19.6732,19.16008,18.67266,0.26994,5747.02265,3.60824,-0.62729,GALAXY
19.95176,21.05527,20.15772,19.49069,18.30379,0.28558,6799.97755,3.1675,0.04936,GALAXY
20.76491,19.77686,18.44434,19.07851,18.08351,0.23689,5783.05529,3.19977,-0.25585,GALAXY
18.43672,17.85937,16.7275,17.19939,16.3526,0.0115,6482.56076,4.28673,0.05607,STAR
19.99395,18.10421,20.14291,18.57856,17.93814,1.43587,10209.35731,4.56004,-1.52891,QSO
17.97449,18.54431,18.91581,19.03645,18.91117,1.04415,10414.82716,2.79065,-0.14735,QSO
19.14784,20.17259,18.90432,18.90951,17.76757,2.21505,10039.40685,3.09453,0.21916,QSO
19.48389,20.94347,20.17328,19.08101,18.55199,0.48546,4950.12156,3.25398,-0.37222,GALAXY
20.84536,21.29919,20.13277,18.9928,18.68304,0.13078,6498.62488,3.20414,0.53991,GALAXY
18.7678,19.91887,18.43123,19.83994,18.32116,1.30617,10345.31088,4.29206,-0.62326,QSO
21.47057,20.07611,20.29665,19.31042,18.14414,0.37599,4245.42873,3.61921,0.44294,GALAXY
17.96035,18.26933,16.78121,16.36592,15.70262,0.173,8469.90424,3.89788,-0.3258,STAR
17.90963,18.61033,17.05254,16.61499,16.1398,0.15122,6820.23934,4.40707,-0.404,STAR
18.6236,17.59515,17.39212,16.38232,17.42308,0.06683,3935.53061,4.39103,0.04332,STAR
18.64995,17.59015,16.71299,16.48905,16.42767,0.13106,4388.4775,4.85258,-0.23165,STAR
18.42094,19.69045,19.39603,18.55624,19.31898,0.50092,6382.99484,3.42553,0.15031,QSO
19.36511,19.57718,18.29808,18.55085,19.57739,1.8293,5851.04987,3.21243,-0.96621,QSO
21.91992,20.60784,20.06176,18.48476,20.27322,0.1844,4163.62381,2.9401,-0.03033,GALAXY
21.78293,20.26158,20.18559,18.9124,18.73712,0.03217,4971.52279,3.74571,-0.3925,GALAXY
20.76881,19.54258,19.27308,19.12276,17.97138,0.20782,5259.33128,3.75305,-0.90575,GALAXY
21.0465,20.18199,19.97404,18.23637,18.53449,0.27329,4925.98879,3.94343,-0.26411,GALAXY
19.50296,18.40261,17.71661,19.36341,18.79496,2.05677,9950.30014,3.33924,-0.3411,QSO
19.69684,18.47002,18.01176,21.25576,19.61289,1.43025,7143.32589,3.50426,0.22696,QSO
18.20021,17.92171,17.10486,15.61133,16.48014,0.01175,5947.88696,4.58051,0.13765,STAR
20.00409,17.48555,17.43575,18.32716,17.87104,0.23427,6004.72436,3.33699,-0.52771,QSO
18.72697,18.78742,18.54994,18.74205,17.49456,0.86966,7734.20684,2.98856,-1.28133,QSO
20.41584,19.46783,19.39533,18.79332,18.03453,0.29134,6231.64502,3.49469,-0.25066,GALAXY
18.16026,16.84875,16.01373,16.48587,16.1829,0.23405,4011.99597,3.70026,0.03537,STAR
18.8357,17.53756,17.28685,16.10667,15.77179,0.1473,5448.1907,4.38726,-0.18806,STAR
18.4422,18.31578,20.18089,18.96244,17.90802,1.44356,5894.30066,2.66592,0.23364,QSO
20.17095,20.67757,19.01782,18.35094,19.83267,0.11648,4707.24348,3.35895,-0.61385,GALAXY
22.5371,19.55082,19.03466,20.37669,19.09752,0.2531,5559.49265,4.29792,0.3343,GALAXY
20.93694,18.04421,19.89727,18.06939,18.83151,0.51069,6120.12892,4.31905,-0.18589,GALAXY
17.49065,17.38183,16.73102,16.71782,16.11483,0.03144,4079.65052,4.76727,-0.55791,STAR
17.99032,17.06421,17.59048,16.55164,16.43744,0.09252,4841.2453,4.41999,-0.00224,STAR
19.75563,19.31902,18.46352,17.72188,17.98856,1.18617,6384.31525,4.30471,-1.18396,QSO
19.97827,20.60153,19.8916,19.29021,18.49853,0.07677,4504.50461,2.95283,0.03804,GALAXY
19.91899,19.49354,20.2563,18.75451,18.55665,0.35104,5610.05319,3.26622,-0.10039,GALAXY
18.31566,17.12194,17.18313,16.85902,15.88222,0.03337,6288.13948,5.19574,0.12875,STAR
18.85011,20.81473,19.73817,19.14001,18.53096,0.27027,5806.44705,4.49404,-0.55742,QSO
21.93062,20.49338,20.08857,19.59238,19.19525,0.16729,6045.89375,3.48334,-0.22281,GALAXY
20.08241,19.85014,19.85024,18.59781,16.61154,0.7111,4171.61767,3.82276,-0.18569,QSO
20.4595,18.28027,19.02307,18.56499,20.73812,1.21171,5370.33104,3.28401,0.11951,QSO
19.80187,19.0651,19.25485,19.82142,18.83236,0.99637,5867.25742,3.38438,0.42959,QSO
19.52774,19.14216,19.23759,17.2104,16.89416,1.12596,6213.20543,2.83502,-0.48128,QSO
19.09612,18.76869,18.12161,18.3706,18.8126,0.12164,9036.86597,4.41673,-0.39446,QSO
17.98353,17.67781,16.97957,17.30191,16.43782,0.1842,7513.99624,3.86227,-0.79242,STAR
17.33517,17.39997,15.94743,16.84455,16.43979,0.03263,6142.57751,3.97327,0.26452,STAR
17.95555,18.3638,16.63162,16.63613,16.68989,0.05522,4377.83235,4.17909,-0.07318,STAR
18.28303,19.37279,20.36654,20.22927,18.04888,1.14995,10162.29429,3.29592,-0.40617,QSO
18.87354,19.09329,20.11537,17.99418,18.08605,1.03613,7796.26251,4.13707,-0.04654,QSO
19.09315,19.31903,19.82373,18.99726,18.15478,2.39359,7093.88273,3.3808,-0.72707,QSO
18.0218,17.60104,16.80876,17.11384,16.4136,0.01717,5484.79907,4.81531,-0.57992,STAR
20.84534,20.5763,19.62713,19.38922,19.41045,0.32985,5460.86855,2.96231,-0.2883,GALAXY
17.08465,16.8256,17.92259,16.0602,16.58659,0.10425,5852.57787,3.95153,0.08555,STAR
20.06874,19.94506,18.40056,19.4062,18.82331,0.05415,6179.73439,2.97625,-0.85806,GALAXY
17.95566,19.37564,18.03199,18.35703,19.05034,1.94152,7381.73142,2.32694,-0.29987,QSO
19.32634,19.47477,18.88715,18.80047,19.70098,1.06068,9119.42076,3.34081,-0.61673,QSO
21.08774,18.79657,19.22725,18.88008,18.11615,0.17011,5145.80072,3.70627,-0.58751,GALAXY
20.99491,20.91598,19.33453,19.36626,18.27554,0.51996,6006.42204,3.28873,0.30098,GALAXY
18.59394,17.74301,16.9427,16.17605,16.50581,0.01824,5313.35075,4.14271,-0.11258,STAR
18.0536,18.45527,17.09284,17.04685,15.71319,0.17348,6323.58859,4.86126,0.10705,STAR
18.1521,18.47267,17.2094,16.21376,16.14462,0.1128,5502.31766,4.42427,-0.34857,STAR
18.48124,17.34382,17.35386,16.84242,15.76013,0.10833,3791.19282,4.51141,0.13513,STAR
18.68915,19.9199,18.42658,17.98976,19.81039,1.25022,7805.97415,3.9655,0.49636,QSO
17.56448,16.78402,16.29071,15.67861,16.2315,0.11181,5714.26759,4.15196,0.10364,STAR
20.74453,19.40449,16.73969,20.89364,18.911,1.523,8742.81384,3.61783,-0.90411,QSO
20.77761,19.06731,20.04405,19.57937,17.9687,0.36582,5540.40318,2.87773,-0.26106,GALAXY
18.49137,17.18578,16.91484,16.99527,16.36083,0.07422,3781.14739,4.47385,0.09785,STAR
19.68277,19.74346,18.42987,18.17553,19.43735,2.21077,6089.70462,3.2416,-0.63422,QSO
19.47586,19.52309,20.09617,19.69828,18.82357,0.08274,4754.66035,3.26435,-0.21964,GALAXY
18.75802,18.12857,17.17152,17.29046,16.22017,0.09573,4189.67974,4.93159,-0.37007,STAR
18.58577,17.91208,15.7485,16.18887,16.28647,0.03193,7112.52143,4.38625,-0.34674,STAR
16.28238,18.4706,16.01883,17.00875,15.99296,0.08431,6728.89709,4.2545,-0.18012,STAR
20.25284,18.35819,16.90307,16.9128,19.98399,1.69773,6231.88031,4.35905,-0.73954,QSO
19.78036,18.8412,19.97172,19.17155,19.01934,1.54447,3297.74869,4.04988,-0.41878,QSO
18.41623,18.60435,18.49217,18.10651,17.62803,1.69075,3617.9675,2.98028,-0.0578,QSO
21.17477,18.66727,18.9311,17.95053,18.02334,0.11244,5572.06267,3.27169,0.01076,GALAXY
18.63342,16.73058,17.26373,16.57529,15.54659,0.00431,5367.13779,4.18397,-0.07898,STAR
18.53348,16.48068,17.31304,16.31641,17.55852,0.18693,5651.34107,4.80358,-0.23002,STAR
18.54798,18.66761,16.90381,16.47524,17.50355,0.12576,3606.30744,4.13053,0.4524,STAR
18.25382,18.00141,18.10963,15.82437,15.89297,0.16696,5487.97539,4.24871,0.0731,STAR
19.79579,18.26516,18.37376,19.08387,20.4288,0.13714,7391.36046,3.47968,-0.45438,QSO
19.51624,18.98264,18.22458,18.09328,18.56863,0.87023,5836.31595,3.97167,-1.00462,QSO
18.84525,17.3184,17.75858,16.21148,15.84177,0.1949,4427.46836,3.636,0.31798,STAR
18.41422,17.96764,17.29023,17.34281,15.9967,0.0145,6521.0259,4.54269,-0.44826,STAR
18.64107,18.72347,17.8961,16.2821,16.29984,0.012,7272.55529,4.50014,-0.00709,STAR
21.27207,20.0414,20.16298,18.26254,18.17667,0.02204,5337.15193,3.57609,0.08287,GALAXY
17.99509,18.24498,17.05312,16.09375,15.88591,0.10954,6307.07284,4.40632,0.27691,STAR
17.42401,18.10512,16.81003,16.46248,16.0547,0.0655,6043.45105,4.74635,0.21898,STAR
19.36706,18.0424,19.34383,17.83971,18.05204,1.649,6926.05746,4.54586,0.22038,QSO
17.44141,17.66168,16.49109,16.38229,16.82661,0.07422,6254.73721,4.55733,-0.16001,STAR
18.23138,20.55162,18.6752,19.64333,18.12301,1.22791,8221.88711,4.67377,0.20342,QSO
17.89847,17.50805,16.83486,16.4343,15.27135,0.15175,6860.5409,4.85523,-0.28783,STAR
20.26949,19.3701,19.20713,19.44466,19.19887,0.36051,5635.25165,3.12709,0.05753,GALAXY
16.7824,17.80215,17.74169,16.73359,16.24213,0.25558,6176.7169,4.6077,0.11092,STAR
21.16467,20.61565,19.6466,20.26078,18.70985,0.32846,6383.62042,4.00144,-0.31002,GALAXY
18.76963,19.0509,19.36781,20.05923,19.23059,1.4522,5541.42424,5.01516,-0.27614,QSO
21.53612,21.07175,19.61827,18.66896,18.20266,0.14748,4692.31271,3.92536,0.09292,GALAXY
18.27984,17.52412,17.67122,16.16732,16.38601,0.23769,7621.45058,3.89283,-0.16431,STAR
18.48186,18.95572,20.02566,18.91136,17.9329,1.78778,6630.77902,3.71048,-0.16294,QSO
22.89273,20.17867,20.14935,18.20006,18.29517,0.09735,6700.3389,3.61688,-0.22508,GALAXY
18.72107,17.09478,16.90006,16.89258,15.81128,0.0557,5524.35192,3.81307,5e-05,STAR
19.35431,17.40165,17.34584,16.8729,16.71439,0.07367,5284.86543,4.8846,-0.03574,STAR
19.54114,17.97769,18.50686,19.9797,17.99697,2.31604,3764.83685,3.68393,-0.17542,QSO
18.18725,17.42352,16.41147,16.61363,15.95538,0.0193,5037.95686,3.35638,0.22168,STAR
17.83025,17.76274,17.10079,16.02131,16.29538,0.10586,4944.27264,4.48937,-0.25406,STAR
19.52265,18.59734,18.04158,18.16403,18.03861,1.18999,6651.77773,3.36638,-0.39175,QSO
20.59099,19.23824,19.4941,19.85813,20.23811,0.09856,4854.00882,2.45833,0.09758,GALAXY
20.09787,20.06319,19.05631,18.99213,18.86566,1.95438,7263.69261,4.18064,0.25315,QSO
20.66498,20.32635,19.11098,19.17752,18.14867,0.36053,5400.25795,4.08206,0.06654,GALAXY
18.85623,19.93289,18.14033,18.37732,19.75689,0.99207,8330.28238,2.88039,-0.5086,QSO
18.83377,18.36834,16.82246,17.00667,17.12883,0.12704,3961.70029,3.96043,-0.27075,STAR
21.97465,19.87439,20.71599,19.79789,17.91549,0.13864,5295.65535,3.70652,-1.28785,GALAXY
18.32592,17.29172,17.45085,17.52901,15.75134,0.21055,7232.82047,4.44731,-0.41541,STAR
18.57196,17.31027,16.89938,16.12052,16.0917,0.06534,6744.60663,4.12438,0.24916,STAR
21.91359,19.16103,21.0762,18.64594,19.27709,0.03451,5850.53855,2.86924,-0.85139,GALAXY
19.30753,18.17068,18.66516,18.68476,18.76249,0.91758,9087.17912,3.29613,-0.95006,QSO
15.97863,16.85267,17.38312,16.40664,16.71523,0.16971,7162.44975,4.32765,-0.07785,STAR
18.18826,18.06198,17.18345,16.57175,17.6083,0.00046,5594.77751,4.23192,0.24991,STAR
18.02558,17.18268,15.90376,15.60037,16.81432,0.15866,9696.63849,3.72377,-0.25821,STAR
20.13121,20.9599,18.69837,19.167,18.50939,0.50358,5562.12472,3.85712,0.29569,GALAXY
19.89199,19.81397,19.16925,18.55365,18.39493,1.22325,9444.42509,4.2669,-0.0729,QSO
20.74665,21.48347,19.63551,19.44332,18.18067,0.14525,3206.71657,2.39343,-0.66149,GALAXY
21.53782,19.82933,20.02998,18.23779,19.95111,0.32079,3668.24902,3.39241,0.14606,GALAXY
18.57059,17.8181,17.49654,17.00878,17.15094,0.02421,5713.50347,4.24719,0.19445,STAR
19.70461,19.63189,18.80634,18.79365,18.93692,0.25954,5122.14838,3.08855,-1.00785,GALAXY
17.82034,19.25698,18.4018,18.54455,18.85697,1.3215,6091.34154,4.28455,-0.86878,QSO
19.79535,20.5559,19.19577,19.01579,18.44932,1.00973,8548.97362,4.23573,-0.3088,QSO
19.82572,19.44375,19.65988,18.57678,17.94726,0.5497,7658.32007,3.25959,0.1441,QSO
19.79888,19.08927,20.75605,19.39514,18.01699,0.33122,5560.99409,4.13949,-0.58629,GALAXY
20.66708,19.48109,20.3164,17.14423,18.56082,1.47766,6704.75471,3.8734,-0.67418,QSO
21.17858,20.17093,19.26209,18.73366,19.31954,0.35919,4558.10823,3.74331,-0.28251,GALAXY
19.0644,17.8111,17.70985,19.71943,18.64567,0.92486,9860.45279,4.95784,0.20194,QSO
17.77297,17.677,17.85573,16.73143,15.56852,0.0554,4628.84255,4.45325,0.05233,STAR
20.28599,19.52312,20.37225,18.5396,20.5447,0.3857,4079.75524,3.8733,-0.4567,GALAXY
21.09163,18.30924,19.36713,19.19559,17.05447,0.19645,7059.36022,2.56968,0.03041,GALAXY
18.97091,19.1057,18.53582,17.68624,20.53432,1.94778,7197.64975,3.91566,-1.10871,QSO
20.81625,20.12584,20.34576,20.22631,18.60537,0.27281,5255.41881,3.72914,0.03391,GALAXY
19.59409,19.6093,18.29725,17.99908,18.71479,0.4292,8027.05804,3.34723,-1.23855,QSO
21.39719,19.10342,19.52501,18.79581,19.55648,0.38674,6291.33709,4.02801,0.34911,GALAXY
18.11544,18.27193,19.40177,19.71718,19.04331,1.34825,4985.04781,3.95701,0.22153,QSO
18.59217,19.721,19.53672,17.71716,18.62066,0.03732,6869.4663,3.52009,-0.23902,QSO
21.29704,19.53242,20.33791,18.60262,18.96906,0.02879,6348.28585,4.60671,0.00263,GALAXY
21.4106,21.0464,19.88395,18.44357,19.66475,0.32273,6717.84653,3.98065,-0.18084,GALAXY
18.09933,17.09078,16.66407,16.01302,16.48797,0.11816,5480.77279,4.34343,-0.27396,STAR
17.58437,17.01102,17.08752,16.05139,15.84181,0.10119,5003.18552,4.70682,-0.35836,STAR
20.49086,18.20343,18.82869,18.57112,18.15275,0.6133,11276.65484,3.43716,-0.50099,QSO
19.04873,18.08546,19.68283,19.01498,19.33718,1.9198,4830.86756,4.80756,-0.47582,QSO
17.7223,17.29334,17.83929,16.27933,16.20341,0.0083,5986.03957,4.05457,0.28734,STAR
20.66707,20.2558,19.46346,18.58714,18.98107,0.25055,5004.94459,2.71365,-0.46918,GALAXY
19.5295,18.83978,18.38943,19.56363,17.11449,1.31434,5204.86419,3.55019,-0.3063,QSO
22.09326,21.69633,18.58903,18.02912,17.19223,0.4775,7110.92392,3.93306,-0.20179,GALAXY
17.4874,18.02535,16.77468,15.97103,15.31544,0.07533,4648.29527,4.48543,0.06591,STAR
17.93198,18.25822,17.14133,16.28581,16.47003,0.07228,3693.16763,4.4094,-0.45677,STAR
19.82688,18.86699,20.29432,17.27217,17.42068,1.17458,6138.35858,3.69485,-0.30461,QSO
21.22155,20.5189,17.99206,18.01769,18.48557,0.30751,6034.4815,3.44919,0.08075,GALAXY
19.51472,19.67585,17.96263,18.27954,18.01136,0.2547,10306.48362,4.38952,-0.31948,QSO
